date,matchup,home_team,away_team,market,pick,model_prob,odds,ev_percentage,confidence
2026-10-01 00:00:00,MIL @ DET,DET,MIL,TOTALS,OVER 8.5,0.612,1.9,16.4,0.61
2026-10-01 00:00:00,DET @ CHC,CHC,DET,TOTALS,OVER 8.5,0.929,1.9,76.6,0.93
2026-10-01 00:00:00,BOS @ COL,COL,BOS,TOTALS,OVER 8.5,0.901,1.9,71.2,0.9
2026-10-01 00:00:00,CWS @ CHC,CHC,CWS,TOTALS,OVER 8.5,0.869,1.9,65.1,0.87
2026-10-01 00:00:00,NYY @ HOU,HOU,NYY,TOTALS,OVER 8.5,0.994,1.9,88.8,0.99
2026-10-01 00:00:00,DET @ WSH,WSH,DET,TOTALS,OVER 8.5,0.839,1.9,59.4,0.84
2026-10-01 00:00:00,OAK @ SD,SD,OAK,TOTALS,OVER 8.5,0.883,1.9,67.7,0.88
2026-10-01 00:00:00,NYY @ PIT,PIT,NYY,TOTALS,OVER 8.5,0.861,1.9,63.7,0.86
2026-10-02 00:00:00,NYM @ TOR,TOR,NYM,TOTALS,OVER 8.5,0.9,1.9,71.0,0.9
2026-10-02 00:00:00,SEA @ MIN,MIN,SEA,TOTALS,OVER 8.5,0.645,1.9,22.5,0.64
2026-10-02 00:00:00,KC @ PIT,PIT,KC,TOTALS,OVER 8.5,0.878,1.9,66.8,0.88
2026-10-02 00:00:00,SF @ CLE,CLE,SF,TOTALS,OVER 8.5,0.972,1.9,84.7,0.97
2026-10-02 00:00:00,PIT @ KC,KC,PIT,TOTALS,OVER 8.5,0.668,1.9,26.8,0.67
2026-10-02 00:00:00,KC @ OAK,OAK,KC,TOTALS,OVER 8.5,0.975,1.9,85.3,0.98
2026-10-02 00:00:00,PHI @ BAL,BAL,PHI,TOTALS,OVER 8.5,0.941,1.9,78.8,0.94
2026-10-02 00:00:00,NYY @ LAA,LAA,NYY,TOTALS,OVER 8.5,0.916,1.9,74.0,0.92
2026-10-02 00:00:00,WSH @ DET,DET,WSH,TOTALS,OVER 8.5,0.834,1.9,58.5,0.83
2026-10-02 00:00:00,LAD @ BAL,BAL,LAD,TOTALS,OVER 8.5,0.933,1.9,77.2,0.93
2026-10-02 00:00:00,SD @ CHC,CHC,SD,TOTALS,OVER 8.5,0.918,1.9,74.4,0.92
2026-10-02 00:00:00,WSH @ CHC,CHC,WSH,TOTALS,OVER 8.5,0.773,1.9,46.9,0.77
2026-10-02 00:00:00,CWS @ CHC,CHC,CWS,TOTALS,OVER 8.5,0.814,1.9,54.7,0.81
2026-10-02 00:00:00,LAD @ WSH,WSH,LAD,TOTALS,OVER 8.5,0.987,1.9,87.4,0.99
2026-10-02 00:00:00,PIT @ DET,DET,PIT,TOTALS,OVER 8.5,0.911,1.9,73.1,0.91
2026-10-03 00:00:00,SEA @ ATL,ATL,SEA,TOTALS,OVER 8.5,0.839,1.9,59.3,0.84
2026-10-03 00:00:00,MIL @ TB,TB,MIL,TOTALS,OVER 8.5,0.847,1.9,60.9,0.85
2026-10-03 00:00:00,CHC @ SEA,SEA,CHC,TOTALS,OVER 8.5,0.902,1.9,71.3,0.9
2026-10-03 00:00:00,TOR @ PIT,PIT,TOR,TOTALS,OVER 8.5,0.832,1.9,58.1,0.83
2026-10-03 00:00:00,MIN @ HOU,HOU,MIN,TOTALS,OVER 8.5,0.984,1.9,87.0,0.98
2026-10-03 00:00:00,SEA @ TB,TB,SEA,TOTALS,OVER 8.5,0.798,1.9,51.6,0.8
2026-10-03 00:00:00,PIT @ OAK,OAK,PIT,TOTALS,OVER 8.5,0.848,1.9,61.2,0.85
2026-10-03 00:00:00,WSH @ BOS,BOS,WSH,TOTALS,OVER 8.5,0.785,1.9,49.1,0.78
2026-10-03 00:00:00,TOR @ LAD,LAD,TOR,TOTALS,OVER 8.5,0.593,1.9,12.7,0.59
2026-10-03 00:00:00,NYM @ LAA,LAA,NYM,TOTALS,OVER 8.5,0.894,1.9,69.9,0.89
2026-10-03 00:00:00,SEA @ TEX,TEX,SEA,TOTALS,OVER 8.5,0.895,1.9,70.0,0.89
2026-10-03 00:00:00,COL @ NYY,NYY,COL,TOTALS,OVER 8.5,0.896,1.9,70.2,0.9
2026-10-03 00:00:00,PIT @ WSH,WSH,PIT,TOTALS,OVER 8.5,0.992,1.9,88.4,0.99
2026-10-03 00:00:00,BOS @ SF,SF,BOS,TOTALS,OVER 8.5,0.98,1.9,86.2,0.98
2026-10-03 00:00:00,HOU @ ATL,ATL,HOU,TOTALS,OVER 8.5,0.798,1.9,51.6,0.8
